id,word,example_en,example_ja
B100320,careless,He made a careless mistake.,彼は不注意なミスをした。
B100321,carelessly,He carelessly dropped his phone and it broke.,彼は不注意に携帯電話を落としてしまい、壊れてしまった。
B100322,carelessness,His carelessness caused the accident.,彼の不注意が事故の原因だった。
B100323,carpet,I need to buy a new carpet for my living room.,リビングルームに新しいじゅうたんを買わなければなりません。
B100324,carriage,I took a ride in a horse-drawn carriage.,私は馬車に乗りました。
B100325,carton,I need a carton to pack my belongings.,私物を梱包するためにダンボールが必要です。
B100326,cashpoint,"With only five euros left in her wallet, Sarah frantically searched for the nearest cashpoint to avoid being stranded for the rest of her evening.",財布に5ユーロしか残っていなかったサラさんは、その夜の残りを困惑して過ごさないように、最寄りのATMを必死に探しました。
B100327,casual,She is wearing a casual outfit.,彼女はカジュアルな服装をしています。
B100328,categorize,I need to categorize these documents.,これらの文書を分類する必要があります。
B100329,category,Logic is a category in philosophy.,論理学は哲学の範疇です。
B100330,cattle,The rancher raised a herd of cattle on his farm.,その牧場主は農場で牛の群れを育てました。
B100331,caution,Caution: Wet floor,注意：床が濡れています
B100332,cautious,She is always cautious when crossing the road.,彼女は道路を渡る時にいつも注意深いです。
B100333,cave,I explored the dark cave with a flashlight.,私は懐中電灯を持って暗いほら穴を探検しました。
B100334,CD-ROM,This CD-ROM contains an entire encyclopedia of 30 volumes.,このCD-ROMには百科事典30巻が丸ごと入っている。
B100335,celebrity,"On encountering the celebrity, they asked for his autograph.",彼らは有名人と出くわすなり、サインをもとめた。
B100336,cell,He was locked in a small cell for days.,彼は数日間、小さな独房に閉じ込められていた。
B100337,central,The central park is a popular spot for picnics.,中央公園はピクニックの人気スポットです。
B100338,central heating,The house is equipped with central heating.,その家は集中暖房装置が備わっています。
B100339,ceremony,The graduation ceremony was held in the school auditorium.,卒業式は学校の講堂で行われました。
B100340,certainty,I have complete certainty in my decision.,私は自分の決断に対して、完全に確信があります。
B100341,challenging,It is challenging and I am learning a lot.,やりがいがあり、学ぶことが多いのです。
B100342,champion,He is a tennis champion.,彼はテニスの優勝者です。
B100343,channel,I changed the channel to watch my favorite show.,私はお気に入りの番組を見るためにチャンネルを変えました。
B100344,chaos,The world was in chaos before the creation of heaven and earth.,天地創造以前、世界は混とんとしていました。
B100345,characteristic,That is a characteristic inherent in him.,それが彼本来の性格なのだ。
B100346,characterize,The careful analysis of the painting helped to characterize the artist's unique style and use of color.,絵画を注意深く分析することで、画家独自のスタイルや色使いを特徴づけることができました。
B100347,charge,Will there be an extra charge for that?,それには追加料金がかかりますか。
B100348,charge,Charge this to my company.,これは、会社払いにしてください。
B100349,chariot,"The chariot raced across the battlefield, pulled by two powerful horses.",二頭の力強い馬に引かれて、戦車は戦場を駆け抜けた。
B100350,charity,She always donates generously to charity.,彼女はいつも慈善団体に寛大に寄付をしています。
B100351,charm,She has a natural charm that captivates everyone around her.,彼女は周りの人々を魅了する自然な魅力を持っています。
B100352,chase,The dog lay panting after his long chase.,長い間獲物を追いかけたのでその犬は寝そべってあえいでいた。
